Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
Prema Kavali,2011.0,,Romance            ,"    A story about Sreenu, an NCC cadet who loves Prema in his college, and his heroic efforts to gain his love",166,5.8,121
Ontari,2008.0,,Action            ,"    Vamsi (Gopichand) happens to fall in love with a girl Bujji (Bhavana) who is an orphan and stays in a hostel. With the consent of his parents, Vamsi tries to get engaged with Bujji. But she was kidnapped by a group of gangsters. Vamsi sets on a path of revenge.",0,5.8,121
Ammammagarillu,2018.0,,Romance            ,"    A family entertainer, the story of Ammammagarillu revolves around a young guy (played by Naga Shaurya) who shares a close bond with his grandmother (played by Sumitra). It depicts the ...                See full summary »",156,5.4,120
Brand Babu,2018.0,U,Comedy            ,"    A rich entrepreneur obsessed with his luxurious life falls in love with a housemaid, but their different lifestyles might prove to be a hurdle in their relationship.",144,5.3,119
Mitrudu,2009.0,UA,Drama            ,"    An Orphan marries a woman with a joint family, only to know that she betrayed him. Does he find a new family? Who are his parents?",0,4.3,118
Mr. Medhavi,2008.0,U,"Drama, Romance            ",,0,5.8,117
Hippi,2019.0,A,"Action, Comedy, Romance            ",    Hippi is about the live-in relationship between an energetic youngster and a confident girl.,143,5.0,116
Aha Naa Pellanta,2011.0,UA,Comedy            ,"    Subramaniam aka Subbu (Naresh) is an honest, intelligent, kind and hardworking IT professional. However, one night at a party organized by his boss Balaraju (Brahmi) changes his life.",142,5.4,116
Aatagallu,2018.0,UA,"Action, Thriller            ","    Although all evidence points to the contrary, a public defender becomes convinced that his client is not guilty of murder.",141,5.3,115
Thikka,2016.0,UA,"Action, Comedy            ","    A freaky incident during a man's breakup party leads to an ultimate change in his life as uncalled situations pop up, eventually leading to a lot of frenzy.",140,4.6,115
Dorasani,2019.0,U/A,"Drama, Romance            ",    Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,130,5.9,115
Allari Bullodu,2005.0,,Romance            ,"    Madhava Rao (Vizag Prasad) is a big businessman and his competitor Saxena (Satya Prakash) is a crook. When Madhav Rao meets with an accident,his daughter Trisha (Trisha) takes over the ...                See full summary »",175,2.9,115
Raju Gadu,2018.0,,Family            ,"    Raj Tharun has a serious problem; he is a kleptomaniac. He can't stop himself from stealing small things. Even when he falls in love with the beautiful Amyra Dastur, he couldn't restrain ...                See full summary »",130,5.3,114
Guntur Talkies,2016.0,A,Comedy            ,"    This story focused on two characters: Hari, a 25-year-old Casanova, and Giri, a man in his late 40s, deserted by his wife and left to handle two little children.",158,5.8,114
Kshemanga Velli Labhamga Randi,2000.0,,Comedy            ,"    Ravi, Rambabu and Brahmanandam work as mechanics. These three families live in the same neighborhood and their husbands,spend half of their salary on the unnecessary items and their wives always find it impossible to make the ends meet.",0,6.7,114
Kotha Janta,2014.0,,"Comedy, Drama            ","    Kotha Janta is romance drama, which is about what happens when a young selfish TV anchor falls in love with a girl. Besides direction, Maruthi has also written story, screenplay and ...                See full summary »",146,4.7,113
Iddari Lokam Okate,2019.0,UA,"Drama, Romance            ","    A series of coincidences brings two star-crossed lovers together, but fate pulls them apart until they encounter each other again in Hyderabad.",126,5.6,112
Eduruleni Manishi,2001.0,U,"Comedy, Drama            ","    Surya Murthy lives a very wealthy lifestyle in India along with his parents, his niece, and a younger look-alike brother, Satya. His parents would like him to get married, but he refuses ...                See full summary »",138,4.5,112
Kittu Unnadu Jagratha,2017.0,,Comedy            ,    A man (Raj Tarun) makes his living by kidnapping expensive dogs and hitting their owners up for ransom.,143,5.8,111
Nuvva Nena,2012.0,UA,Comedy            ,"    Avinash, a small-time crook, falls in love with Dr. Nandini, and Anand, a patient, also has feelings for her. Later, Avinash and Anand discover that Dr. Nandini is already in love with someone else.",127,4.6,111
Rama Chakkani Seetha,2019.0,,"Drama, Romance            ","    Rama Chakkani Seetha tells the story of Balu and Anu, and how they fall for each other.",126,6.1,111
Jaihind 2,2014.0,U,Action            ,    One man's fight to give good education to the poor.,155,5.2,110
Nuvvila,2011.0,U,"Comedy, Drama, Romance            ",    Three boys who work at a pizza store are thrown into three different stories when one boy had to cover for another boy and make a delivery.,139,6.8,110
Mard Ki Zabaan 2,2015.0,,"Action, Romance            ","    Soukhyam tells the story of a happy-go-lucky young man, who wants to provide the comforts of life to his family. When he falls in love with a girl, he suddenly faces a lot of obstacles. How...                See full summary »",142,3.7,109
Hyderabad Nawabs,2006.0,A,Comedy            ,    I wnat to see dis movie now,118,6.9,109
Veede,2003.0,,"Action, Drama            ","    Yedu is a responsible citizen of Bobbarlanka, a place where everything is in place but for the polluted water that is coming from the factory. Everybody in the village complained, but of no...                See full summary »",180,4.9,109
ABCD: American-Born Confused Desi,2019.0,U,Comedy            ,    Aravind aka Avi (Allu Sirish) and his cousin Bala Shanmugam aka Basha (Master Bharat) are NRIs who love to live their life king size. What happens when the former's father (Naga Babu) decides to teach them a lesson in responsibility?,145,5.4,108
Hare Ram,2008.0,A,"Action, Thriller            ","    Realizing his twin brother has gone on a killing spree, a police officer decides to hunt him down within 24 hours or lose his job, but soon finds his mission complicated.",134,6.4,107
Tenali Ramakrishna BA.BL,2019.0,UA,"Action, Comedy, Drama            ",    Tenali Ramakrishna (Sundeep Kishan) is a small-time lawyer who makes his living via compromises between warring parties. He is looking for a big case that could turn his life.,128,5.0,106
Gowtham SSC,2005.0,,Drama            ,    A negligent carefree young boy rising to high position in the bureaucracy against all odds.,150,5.9,106
Seetharamula Kalyanam Lankalo,2010.0,,"Action, Comedy, Drama            ",    A woman is abducted by a man who wants to forcibly wed her.,142,4.3,104
Yuvakudu,2000.0,,Romance            ,"    Siva falls for Sindhu who initially dislikes him. His mother however brings them together, but an unexpected turn of events could tear them all apart",145,7.0,104
Idam Jagath,2018.0,UA,"Action, Thriller            ","    Nishith, who suffers from a sleeping disorder, and desperate for work, becomes a crime reporter at night.",126,5.5,103
Happy Wedding,2018.0,U,Drama            ,"    A simpleton guy Anand and a modern girl Akshara fall in love and decide to get married. However, their lives turn upside down when Akshara's past walks back in her life, making her have second thoughts on their wedding day.",128,4.3,103
Nuvvu Leka Nenu Lenu,2002.0,U,Romance            ,,150,6.3,103
Yamudiki Mogudu,2012.0,,"Comedy, Fantasy            ","    Naresh, who was born as a result of tangle between Lord Brahma and Goddess Saraswathi, has some godly powers. After some incidents he marries daughter of Lord Yama, and the rest of the story is about how Naresh saves his family and love.",0,4.8,102
Bommana Brothers Chanadana Sisters,2008.0,,Comedy            ,    Ramachandran and Tulsi are brothers who come from a family of thieves and con men. They decide to con the daughters of a wealthy cloth merchant but all does not go as planned.,161,5.7,102
Sontham,2002.0,,Action            ,,0,6.9,101
Panchakshari,2010.0,,"Drama, Fantasy, Thriller            ","    Possessed by Devi Maa, a blessed woman predicts her own death, leaving her shattered family to deal with a look-alike.",129,3.8,100
Snehamante Idera,2001.0,U,"Comedy, Drama            ",    Chandru and Aravind's friendship of many years is put to the test when a dark secret from their past is uncovered,0,4.3,100
1st Rank Raju,2019.0,,"Comedy, Drama, Romance            ","    Raju is an engineering student who is obsessed with academics and very little else. When he is eventually forced to face the real world that lies beyond books, Raju stumbles on to a long ...                See full summary »",0,5.3,100
Dongodu,2003.0,,Comedy            ,"    Watch the full movie, Dongodu, only on Eros Now. Dongodu is a 2003 Indian Telugu film, directed by Bhimaneni Srinivasa Rao and produced by Rushita Sai. The film stars Ravi Teja, Kalyani and...                See full summary »",144,4.9,100
Devullu,2001.0,U,Drama            ,"    Two unhappy kids get away from home, to visit all the important temples in India and fullfill all the owes made by their grandmother. So that their divorced parents will get unite.",0,7.0,100
Pourudu,2008.0,UA,Action            ,    Ajay tries to stay on an honest path even though his father is the chief henchman of a powerful crimelord,0,5.4,99
Amrutha Ramam,2020.0,,Drama            ,"    Amrutha Ramam is a heartfelt love story based on a series of true experiences. The film depicts the lives of Amrutha and Ram, and how together they find the meaning of selfless love.",0,8.0,99
Prematho Raa,2001.0,U,Romance            ,,0,5.8,98
Bumper Offer,2009.0,,Romance            ,    Crazy love story between rich girl (Aishwarya) and poor boy (Sai).,0,4.9,98
Rayalaseema Love Story,2019.0,A,Drama            ,    Rayalaseema Love Story is a thrilling combination of romance and action directed by Ram Ranadheer.,154,6.2,96
Soggadu,2005.0,,Romance            ,    A romantic story with plenty of action drama about a rudderless youth who finds a new purpose with his newfound love.,0,4.8,96
Budget Padmanabham,2001.0,U,"Comedy, Drama            ",,0,5.7,96
Emo Gurram Egaravachu,2014.0,UA,Drama            ,"    In order to obtain a US visa, Bullebbai agrees to marry a woman who has an agenda of her own",144,5.6,95
Ayyare,2012.0,,"Drama, Family            ",    Venkatesam (Shivaji) is a mechanic who runs his own garage. He is a carefree and fun loving guy who loves to enjoy life. He comes across Anjali (Anisha Singh) and it is love at first sight ...                See full summary »,129,6.9,95
Valayam,2020.0,UA,Mystery            ,"    When his wife goes missing, Arvind must solve the mystery of her disappearance before time runs out and he becomes the prime suspect.",140,7.0,95
Idhi Mamulu Prema Katha Kaadu,2012.0,U,Romance            ,    Life as seen through the eyes of two adolescents.,127,6.7,94
Rey,2015.0,,"Action, Music            ",    An aspiring dancer joins a Jamaican college and teams up with a local in order to win a dance competition. She meets the two-time winner who creates horrible obstacles for her.,168,5.0,94
Kabaddi Kabaddi,2003.0,U,"Comedy, Drama, Romance            ","    Mambully Madhavan Kutty (Kalabhavan Mani) has quite a few old scores to settle with Mambully Vijayan (Mukesh), his illegitimate brother. Despite his lesser standing, Vijayan gets to set ...                See full summary »",137,6.7,94
Napoleon,2017.0,,"Drama, Mystery            ",    The curious case of a missing shadow. Napoleon (Anand Ravi) visits a police station and lodges a complaint that his shadow is missing. This unique case becomes the talk of the town. ...                See full summary »,119,7.4,93
Idi Ma Prema Katha,2017.0,U,Romance            ,"    Idhi Maa Prema Katha is a Telugu movie starring Anchor Ravi and Meghana Lokesh in prominent roles. The movie also stars Prabhas Sreenu, Priyadarshi Pulikonda, Tulasi Shivamani and Vizag ...                See full summary »",141,8.1,92
Babu Baga Busy,2017.0,A,Comedy            ,    A man's sexual affairs with different woman in different stages of life comes to an end when he meets a girl accidentally.,126,6.4,92
Bhanumathi & Ramakrishna,2020.0,,"Comedy, Drama, Romance            ",    Bhanumathi Ramakrishna is a romantic comedy which gives a glimpse into the lives of the two characters - Bhanumathi (played by Salony) and Ramakrishna (played by Naveen). Ramakrishna ...                See full summary »,93,7.5,92
Ala Ela,2014.0,,"Comedy, Romance            ",    A romantic comedy that involves a dying grandfather's wish for his grandson to marry a village girl chosen for him by the grandfather. The reluctant grandson agrees to meet the girl ...                See full summary »,132,7.3,91
Kevvu Keka,2013.0,,Comedy            ,"    A girl lies to her father that her boyfriend, a salesman, is rich. But he breaks the alliance on learning the truth. She then challenges him that her boyfriend will become a millionaire in ...                See full summary »",125,5.4,91
Mantra,2007.0,A,"Crime, Thriller            ",    Mantra wants to sell her ancestral home. The place is haunted and the buyer wants someone to stay in the house for 3 months. Mantra decides to stay in the home and rest of the story is how they uncover the mystery of the home.,128,6.8,91
Runam,2019.0,UA,Romance            ,,131,8.8,91
Manoharam,2000.0,U,"Action, Drama            ","    The film begins with the ISI moles scheming to destabilize India right in the opening shot, followed by their devastating bomb blasts in Coimbatore and Hyderabad. Basha (Mukesh Rishi) an ...                See full summary »",0,7.1,91
Siddu from Srikakulam,2008.0,U,Comedy            ,,0,5.4,90
Nachavule,2008.0,,Romance            ,"    A story of teenage romance with a hard-hitting message that nothing in life should be taken for granted, especially love and the ones you love.",0,7.3,90
Yagnam,2004.0,UA,Action            ,    Seenu (Gopichand) is a loyal servant and a right-hand of faction leader Reddeppa (Devaraj). He and Sailaja (Sameera Benarjee) - daughter of Reddeppa - grew together. Nayudamma (Vijaya ...                See full summary »,144,6.3,90
Mee Sreyobhilashi,2007.0,U,Drama            ,,0,7.6,90
Snehamera Jeevitham,2017.0,A,Action            ,    It's about friendship between two friends and how their life changes when a new girl comes into their life and how their friendship will be impacted upon her arrival where a tiny misunderstanding leads to a war between two close friends.,130,8.3,89
Kobbari Matta,2019.0,,Comedy            ,    Kobbarimatta is a Comedy Spoof Telugu Film. Pedharayudu (Sampoornesh) is a village headman. He got misunderstandings with his Son Androidu and other family members. How they solved those problems and united is rest of the story.,110,5.8,89
Sukumarudu,2013.0,,Drama            ,"    Suku sees relationships as a means to an end. So when he sets out to establish his company, he looks to his grandmother's property as a solution to his money woes.",160,5.3,88
Fitting Master,2009.0,UA,"Action, Comedy, Crime            ",    Will Meghna continue to love Sampath after he kills her brother?,146,5.5,88
Operation Duryodhana,2007.0,A,"Action, Crime, Drama            ","    Based on 2005 sting operation in Andhra Pradesh, where a police officer unearth the political scams.",157,5.8,88
Savaari,2020.0,UA,Romance            ,"    Raju who rents his Badshah for weddings, meets Baagi who has been in quench of real love after her step-parents try to get her married against her wish. How did she escape that marriage is the crux of the story.",153,6.7,87
Jadoogadu,2015.0,,Action            ,    Backdrop of the story is about a go lucky village guy who goes to city determined to get rich and how he achieves it with his philosophy of working hard.,151,5.5,86
Malini 22,2013.0,,"Drama, Thriller            ",    A wronged girl turns avenging angel.,131,5.1,85
Show,2002.0,U,"Comedy, Drama            ","    About life, its contradictions. ""Life is a drama and we are all actors"" is reflected in this film.",120,7.0,85
Family Circus,2001.0,U,"Drama, Family            ",,127,6.6,85
Rough,2014.0,,Romance            ,    A man is challenged by the brother of his beloved to get her to fall in love with him.,180,4.9,84
Paathshala,2014.0,,Drama            ,"    Four young people take a road trip after college. Their attempt at a last hurrah before reality sets in is unsuccessful, however, because reality follows them on the road, which becomes a school of sorts.",117,7.3,84
Kathi Kanta Rao,2010.0,,Comedy            ,,0,6.5,84
Nakshatram,2017.0,UA,Action            ,    A police aspirant dons the uniform of a sincere police officer who goes missing and unfolds the nexus behind the officer's sudden disappearance.,167,4.3,83
Om Shanti,2010.0,,Romance            ,    Anand (Navdeep) is a bachelor who works in a software company. Everything goes well for him and he is happy. He wants to settle down in life by getting married and meets Anjali (Aditi ...                See full summary »,0,5.1,82
Pellaina Kothalo,2006.0,U,Drama            ,    A prosperous couple struggle for dominance.,180,6.2,82
Anukunnadi Okkati Ayyindhi Okati,2020.0,A,"Comedy, Crime, Drama            ","    The story of four metropolitan girls who are very close to each other from childhood. A Journalist, a fashion designer working for movies, a software engineer and a home maker are these girls.",122,5.6,82
Grahanam,2004.0,A,Drama            ,,91,8.0,82
D for Dopidi,2013.0,,"Comedy, Crime            ",,0,5.8,81
Mithai,2019.0,Not Rated,"Crime, Drama, Romance            ",    The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.,140,4.4,79
Luv U Alia,2015.0,UA,"Family, Romance            ",    Can a boy in love win over his beloved's heart and change her views on love and commitment?,130,5.2,79
Brother of Bommali,2014.0,,"Action, Drama            ","    Naresh And Karthika Are Brothers And Sisters Karthika Is A Great Fighter Too,She Fight Well And She Is Well Practised Karate In Her Small Age . After They Two Grown up, Naresh Met A Girl ...                See full summary »",160,5.8,79
Mr. Pellikodukku,2013.0,U,"Comedy, Drama            ","    A guy falls in love with a girl, but she doesn't want to marry him.",150,5.2,79
Broker,2010.0,,Drama            ,,0,7.3,79
Current,2009.0,,Romance            ,    A college boy (Sushanth) falls in love with Sneha(Sneha Ullal).His trails to convince her to prove his love is the remaining part,0,5.6,79
Evadi Gola Vadide,2005.0,UA,"Comedy, Drama, Romance            ",    A lot of hilarious sequences happen when Veera Shankar runs away to Bangkok inorder to escape his marriage.,150,6.4,79
Chuttalabbayi,2016.0,UA,Action            ,"    A loan recovery agent assists a young woman run away from home, without realizing that she is the sister of a police commissioner, who thinks that they are eloping together. What will the future hold in store for them?",135,6.1,78
Columbus,2015.0,UA,Comedy            ,"    Ashwin(Sumanth Ashwin) is a college going youth who falls in love with Indu(Mishti). As time passes by, Ashwin leaves all his career goals behind and lives life with only Indu's point of ...                See full summary »",127,6.9,78
Raagala 24 Gantallo,2019.0,UA,Thriller            ,    A happy wife is accused of her husband's suspicious death.,134,5.7,78
Andala Ramudu,2006.0,,Comedy            ,,0,5.6,78
Thipparaa Meesam,2019.0,UA,Romance            ,"    An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",152,6.4,77
Manasuku Nachindhi,2018.0,,Romance            ,"    Nithya (Amyra Dastur) and Suraj (Sundeep Kishen) are best friends who live together in Goa. While Nithya loves nature and finds solace in it, Suraj is an aimless youth, who likes to party. ...                See full summary »",148,6.1,76
Om 3D,2013.0,UA,"Action, Thriller            ","    Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth.",107,5.5,76
Action,2013.0,,Comedy            ,"    Bava (Allari Naresh), Ajay (Kick Shyam), Shiva (Vaibhav) and Purush (Raju Sundaram) are thick friends. They grow up together and share everything in life. While Bava is an easy going person...                See full summary »",146,5.0,76
Dongala Bandi,2008.0,,Comedy            ,,0,6.0,76
Love Today,2004.0,,"Drama, Romance            ",,0,7.8,76
Samanyudu,2006.0,UA,Action            ,    Chandra is the editor of the newspaper 'Addam'. He has a gang of friends who help him with the operations. Chandra is a victim of home minister Raju who murdered his father. Chandra wants ...                See full summary »,0,7.2,76
Jyothi Lakshmi,2015.0,,Drama            ,    Jyothi Lakshmi revolves around the life of a small time heroine struggling in the film industry and the perspectives of various people who have a low opinion about girls working in the film industry.,135,5.8,75
Avakai Biryani,2008.0,U,"Family, Romance            ","    Lakshmi, a Brahmin girl who dreams to be an entrepreneur, and, Akbar, a Muslim auto driver who hopes to become a commerce graduate , fall in love. Challenges they overcome that stand in their way to become ONE.",0,6.9,75
Akasa Veedhilo,2001.0,,"Drama, Family            ",,0,4.9,74
Totti Gang,2002.0,,Comedy            ,"    Best buddies since childhood. They form a band that does multi purpose jobs like acting as band of boys for marriages, professional catchers of dogs, and cremation service guys.",0,6.7,74
Allari,2002.0,,"Comedy, Romance            ",    A coming of age story of triangular romance between a boy and two girls that explores the twin emotions of true love and teenage infatuation in a boy who perpetually finds himself in complicated situations both at home and outside.,0,6.7,73
Savitri,2016.0,,"Comedy, Drama, Family            ","    Savitri is a girl who is fascinated with wedding ceremonies. When she gets engaged, she travels to Shirdi and in the train she meets a doctor Rishi, who falls in love with her. Meanwhile, ...                See full summary »",128,5.9,72
143,2004.0,,"Action, Romance, Thriller            ","    A man elopes with his childhood sweetheart, but soon fate separates them. The woman finds herself with a Communist guerrilla group and the man lands up at the house of a journalist, both thinking that the other is no more.",143,5.2,72
Krishnamma Kalipindi Iddarini,2015.0,,"Drama, Romance            ",    This film is the remake of the hit Kannada film - Charminar. This is the journey of love of a young boy. The film shows how love can inspire and aspire to be the best and give the best to ...                See full summary »,0,7.3,71
Nandhi,2002.0,UA,"Action, Drama            ","    A murderer, wants an honest peaceful life, go to law college to complete his graduation.",125,7.2,71
Sons of Ram,2012.0,U,"Animation, Drama, Musical            ","    Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summary »",85,6.5,71
Bava Nachadu,2001.0,,"Comedy, Drama, Romance            ",    A happy marriage lands in trouble after the wife's sister develops an infatuation with her brother-in-law.,0,3.9,71
Seema Simham,2002.0,,"Action, Drama            ",,0,5.0,71
Sandade Sandadi,2002.0,,"Comedy, Drama            ",,0,6.1,71
Sher,2015.0,UA,Action            ,    A working-class hero with the heart of a tiger rubs a gangster the wrong way; the two struggle for dominance for the duration of the movie.,109,4.8,70
Kaamannana Makkalu,2008.0,UA,"Action, Comedy, Drama            ","    Three thieves Kaamanna and his adopted sons Krishna and Rama, decide to mend their ways.",0,6.8,70
Vinayakudu,2008.0,U,"Comedy, Romance            ","    Karthik and Kalpana do not get along very well initially but eventually they become friends. When Kalpana breaks off with Rajeev, she gets close to Karthik. But a small misunderstanding ruins all.",133,7.1,70
Kathanam,2019.0,UA,"Mystery, Thriller            ",    Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.,117,3.9,70
Patel S.I.R,2017.0,,Action            ,"    Subhash Patel(Jagapati Babu) is a retired military officer who leads a happy and pleasant life with his family. Because of some unexpected events in his life, he targets DR's (Kabir Singh) ...                See full summary »",130,5.4,69
Nagarahaavu,2016.0,UA,Fantasy            ,    A woman is reborn as a snake to avenge her own murder.,142,5.5,69
Selfie Raja,2016.0,,Comedy            ,"    Selfie Raja is a comedy entertainer about a guy, who runs into a host of problems because of his addiction to selfies.",128,5.6,69
Wish You Happy Breakup,2016.0,UA,"Comedy, Drama, Romance            ","    The story unfolds with 'Someone' about to commit suicide after the girl he loves ditches him. As he prepares to kill himself, he receives a call from his friend who suggests watching a ...                See full summary »",107,7.4,69
Lovers,2014.0,,Romance            ,"    All efforts to get a partner in life by Siddhu (Sumanth Ashwin) are thwarted by Chitra (Nanditha), who he has never seen. Siddhu falls in love with a girl, who he does not realize is the ...                See full summary »",130,6.6,69
Radha Gopalam,2005.0,,Drama            ,    The clash between husband and wife when they are standing against each other on the same case and how did they survive the ego tiff ?,153,6.3,69
Rangula Raatnam,2018.0,U,Romance            ,"    Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, ...                See full summary »",137,6.2,68
Adda,2013.0,,Drama            ,    This story is about a marriage commission agent who fixes and makes arrangements for rejection of marriage according to client. This boy starts loving her client who came to make arrangements for her sister's marriage rejection.,0,6.0,68
Ela Cheppanu,2003.0,,Romance            ,,0,6.1,68
Brahma,2014.0,UA,"Action, Comedy, Drama            ","    Bramha (Upendra) a notorious gangster who is a nightmare for politicians and the police. The Police appoint ACP Shinde to nab Bramha, but Brahma escapes to Malaysia on a secret mission ...                See full summary »",0,5.4,67
Madatha Kaaja,2011.0,UA,Comedy            ,    A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.,141,5.4,67
Dollar Dreams,2000.0,U,Drama            ,    Youngsters decide whether to make careers and settle down in the United States or in their homeland (India).,100,7.9,67
Betting Bangarraju,2010.0,U,Comedy            ,,0,6.3,67
Athili Sathibabu LKG,2007.0,UA,Comedy            ,,149,5.3,67
Vinara sodara veera kumara,2019.0,UA,"Drama, Romance            ",    Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summary »,0,7.6,67
Bandipotu,2015.0,,"Comedy, Crime, Drama            ",    A woman with the help of a con man avenges her father's backstabbers.,140,6.2,66
Onamalu,2012.0,U,Drama            ,    A Feel Good Heart Touching Movie..Must Watch..!!!!,0,8.0,66
Vaana,2008.0,U,Romance            ,    The story of a young man who sacrifices his love for the happiness of everyone around him.,0,6.5,66
Jodi,2019.0,,Romance            ,    Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?,130,6.2,66
Madhumasam,2007.0,U,Romance            ,"    A relationship between two opposites, an overly practical Sanjay and a hopelessly romantic Hamsa",139,6.6,66
Team 5,2017.0,U,"Adventure, Sport            ",    Akhil who is the back bone of his gang participates in racing tournaments all around the city along with his gang mates. Akhil's life takes a dramatic turn when he falls in love with an event manager Irene.,101,4.4,65
Ice Cream 2,2014.0,A,"Horror, Thriller            ",    Fate of a short film crew vs burglar crew who just robbed a bank.,87,3.6,65
Okkadine,2013.0,,"Action, Romance            ",    Shailaja comes in contact with a happy family when she visits her friend's village. Things take turn when she learns that they all died two years back.,133,5.6,65
Kiccha Huccha,2010.0,UA,"Drama, Romance            ",,139,6.0,65
Visakha Express,2008.0,A,"Action, Crime, Drama            ",    A mentally imbalanced doctor goes on the run from the police after being accused of killing his alcoholic father.,99,5.0,65
Aaviri,2019.0,UA,"Drama, Thriller            ","    After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",0,4.5,65
Next Nuvve,2017.0,A,Horror            ,    A hotel business owner (Aadi Sai Kumar) is blackmailed by his partner (Jayaprakash Reddy) to repay his debt in order to save lives of hotel customers.,142,5.8,64
Joru,2014.0,,Comedy            ,"    Friends on a road trip pick up a damsel in distress, only to find themselves pursued by goons who are apparently after said damsel.",140,5.6,64
Ko antey koti,2012.0,,"Comedy, Crime, Romance            ",,0,6.2,64
Kalyan Ram Kathi,2010.0,UA,"Action, Drama            ","    A football player, who's also a protective brother, unleashes his rage when his sister goes missing and is found married to a person harassing her.",129,6.0,64
Priyamyna Neeku...,2001.0,,"Drama, Romance            ","    Evocative and eloquent, this touching romantic tale traces the twists and turns in the life of a quiet, introverted young woman, who falls in love with her friend's brother. When her own ...                See full summary »",0,6.8,64
Vamsodharakudu,2000.0,,Drama            ,,0,6.4,64
Mantra 2,2013.0,,"Comedy, Crime, Horror            ",    A girl living with an old couple in their house as paying guest finds out that the old couple died years ago and the house where she lives is seized by police.,88,4.5,63
Prema Ishq Kaadhal,2013.0,UA,Drama            ,"    Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life.",140,6.8,63
Galipatam,2014.0,A,Drama            ,"    Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summary »",135,5.7,63
Katha,2009.0,,Drama            ,    Chitra (Genelia) is a loner and she comes to Araku seeking employment as a teacher in a kids school. Krishna (Arun) is an aspiring director. He comes to Araku to do trail shoot and complete...                See full summary »,0,6.5,63
Lakshmi Kalyanam,2007.0,,"Action, Drama            ",,0,5.3,63
Avunanna Kadanna,2005.0,U,Romance            ,"    Mangaraju is the dreaded landlord of Lanka. He forcibly grabs the lands and farms of farmers in Lanka. In the process, he grabs the land of Ravi's father. Ravi grows up in a nearby village....                See full summary »",0,5.7,63
Balakrishnudu,2017.0,UA,"Action, Comedy, Romance            ","    A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her.",130,4.6,62
Partha,2003.0,UA,"Action, Romance            ",,147,7.1,62
Athade Oka Sainyam,2004.0,,Action            ,,0,7.1,62
Garam,2016.0,UA,"Action, Romance            ","    An unemployed troublemaker is forced by his father to leave home and go in search of work to the city of Hyderabad, where the youngster promptly falls in love. Can he learn responsibility and protect his loved ones?",147,4.9,61
Raja Cheyyi Vesthe,2016.0,,"Action, Romance, Thriller            ","    An aspiring film director narrates a breath-taking story to his girlfriend in a coffee shop. An unknown message knocks the door the next day, asking him to write a love story. He sends his ...                See full summary »",144,5.7,61
It's My Love Story,2011.0,,Romance            ,    It's My Love Story is the story of Arjun (Aravind Krishna) and Vandana (Nikhita Narayan) who meet in an unexpected way and are forced to live together. Both of them fall in love but when ...                See full summary »,0,5.9,61
Okariki Okaru,2003.0,U,Romance            ,,0,7.7,61
Kurradu,2009.0,A,Action            ,    Varun is a youngster from a middle class family. He is passionate about bikes and it's his dream to own a bike. Varun buys a bike and uses it positively to get a job of recovery agent for a...                See full summary »,133,4.5,61
Homam,2008.0,UA,Action            ,    Telugu version of The Departed.,148,5.8,61
Raahu,2020.0,A,Thriller            ,"    Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",123,6.6,61
Bhale Manchi Chowka Beram,2018.0,UA,"Comedy, Drama, Thriller            ",    Two friends try to sell country's secrets to terrorists and face some dramatic consequences.,134,6.4,60
Bhairava Geetha,2018.0,,Drama            ,"    Bhairava Geetha is a bilingual presented by Ram Gopal Varma. Story of Geetha (Irra Mor), who belongs to a family with a hard-core faction backdrop, returns to her village after her ...                See full summary »",119,5.0,60
